trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.75, 'e': 1.0}",20,5,-56.442014818650996,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
2,False,"{'a': 0.75, 'e': 0.25}",25,0,-111.09428072043006,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
3,False,"{'a': 0.75, 'e': 0.1111111111111111}",25,0,-115.76843916463338,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
4,False,"{'a': 0.75, 'e': 0.0625}",25,0,-91.48734250572178,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
5,False,"{'a': 0.75, 'e': 0.04}",30,0,-36.77388743537048,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
6,False,"{'a': 0.75, 'e': 0.027777777777777776}",20,0,8.962540575562159,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
7,False,"{'a': 0.75, 'e': 0.02040816326530612}",30,0,-1.250837270707887,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
8,False,"{'a': 0.75, 'e': 0.015625}",20,0,17.559751488965908,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,False,"{'a': 0.75, 'e': 0.012345679012345678}",20,0,1.7638557542257338,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
10,False,"{'a': 0.75, 'e': 0.01}",20,0,29.395865027823294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,False,"{'a': 0.75, 'e': 0.008264462809917356}",20,0,-46.28486574088145,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
12,False,"{'a': 0.75, 'e': 0.006944444444444444}",20,16,8.40945645902612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.75, 'e': 0.005917159763313609}",30,0,-78.83934766911221,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
14,False,"{'a': 0.75, 'e': 0.00510204081632653}",25,0,-20.72827875817994,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
15,False,"{'a': 0.75, 'e': 0.0044444444444444444}",25,0,33.23420016765781,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,False,"{'a': 0.75, 'e': 0.00390625}",35,15,29.8096563493773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.75, 'e': 0.0034602076124567475}",25,7,25.46321996396218,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.75, 'e': 0.0030864197530864196}",25,0,-18.82944135693478,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
19,False,"{'a': 0.75, 'e': 0.002770083102493075}",30,0,-27.013839929425558,"{0: 26, 1: 1, 2: 1, 3: 2, 4: 0}",0
20,False,"{'a': 0.75, 'e': 0.0025}",20,0,27.430655522639857,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
21,False,"{'a': 0.75, 'e': 0.0022675736961451248}",20,14,10.01050246480765,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.75, 'e': 0.002066115702479339}",20,0,5.034097986267854,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
23,False,"{'a': 0.75, 'e': 0.001890359168241966}",20,2,-24.1250298168286,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
24,False,"{'a': 0.75, 'e': 0.001736111111111111}",20,8,20.921661853399353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.75, 'e': 0.0016}",20,0,30.253941476289274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,False,"{'a': 0.75, 'e': 0.0014792899408284023}",20,0,25.772278536817645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.75, 'e': 0.0013717421124828531}",25,10,-8.039533500880113,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
28,False,"{'a': 0.75, 'e': 0.0012755102040816326}",25,0,29.45115101365656,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.75, 'e': 0.0011890606420927466}",20,0,28.43852610219193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.75, 'e': 0.0011111111111111111}",20,9,-5.31836302457722,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
31,False,"{'a': 0.75, 'e': 0.001040582726326743}",20,0,13.686042303650563,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
32,False,"{'a': 0.75, 'e': 0.0009765625}",20,1,-5.569969068997272,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
33,False,"{'a': 0.75, 'e': 0.0009182736455463728}",20,0,26.099819499368362,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
34,False,"{'a': 0.75, 'e': 0.0008650519031141869}",30,0,-5.738851657739497,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
35,False,"{'a': 0.75, 'e': 0.0008163265306122449}",20,0,31.183626954191443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,False,"{'a': 0.75, 'e': 0.0007716049382716049}",20,0,-12.781074506423998,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
37,False,"{'a': 0.75, 'e': 0.0007304601899196494}",25,14,20.890955742265422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.75, 'e': 0.0006925207756232687}",25,5,16.154450557461075,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.75, 'e': 0.0006574621959237344}",30,15,24.325809486372236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.75, 'e': 0.000625}",20,0,20.273607399854004,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
41,False,"{'a': 0.75, 'e': 0.000594883997620464}",30,0,43.699403271607,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
42,False,"{'a': 0.75, 'e': 0.0005668934240362812}",20,10,19.276832606714198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.75, 'e': 0.0005408328826392645}",20,0,33.919114696522975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,False,"{'a': 0.75, 'e': 0.0005165289256198347}",30,14,26.854848154926316,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.75, 'e': 0.0004938271604938272}",20,16,8.9881583868209,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.75, 'e': 0.0004725897920604915}",20,0,32.917390540930334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
47,False,"{'a': 0.75, 'e': 0.0004526935264825713}",20,14,11.087839812929882,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.75, 'e': 0.00043402777777777775}",20,5,19.439741093144136,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.75, 'e': 0.00041649312786339027}",30,0,7.830222307043298,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",1
50,False,"{'a': 0.75, 'e': 0.0004}",20,12,15.389697626909015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.75, 'e': 0.00038446751249519417}",30,23,10.222737650895034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.75, 'e': 0.0003698224852071006}",30,24,7.947691997774669,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.75, 'e': 0.000355998576005696}",20,16,8.054319854114866,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.75, 'e': 0.0003429355281207133}",25,8,24.662895108694958,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.75, 'e': 0.00033057851239669424}",20,6,22.70633668894215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.75, 'e': 0.00031887755102040814}",25,8,16.74046749221451,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.75, 'e': 0.0003077870113881194}",20,1,25.864053065352486,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.75, 'e': 0.00029726516052318666}",20,0,23.397962356091103,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
59,False,"{'a': 0.75, 'e': 0.0002872737719046251}",20,16,6.635908556379779,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.75, 'e': 0.0002777777777777778}",20,0,32.42685070765028,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.75, 'e': 0.0002687449610319806}",20,8,21.093263960656994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.75, 'e': 0.00026014568158168577}",30,16,30.483934039660337,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.75, 'e': 0.0002519526329050139}",25,9,25.642569234493102,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.75, 'e': 0.000244140625}",30,16,25.01070009525336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.75, 'e': 0.00023668639053254438}",20,0,30.8954463090638,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
66,False,"{'a': 0.75, 'e': 0.0002295684113865932}",35,28,15.75595997957997,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.75, 'e': 0.00022276676319893073}",25,6,30.71284308937233,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.75, 'e': 0.00021626297577854672}",20,0,-16.26106371836699,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
69,False,"{'a': 0.75, 'e': 0.00021003990758244065}",30,22,13.297603914980893,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.75, 'e': 0.00020408163265306123}",25,12,23.53810327401665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.75, 'e': 0.00019837333862328903}",30,22,12.822824510270435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.75, 'e': 0.00019290123456790122}",20,10,19.224397230723415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.75, 'e': 0.00018765246762994934}",25,8,30.79583916551492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.75, 'e': 0.00018261504747991235}",20,0,25.59885012991233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
75,False,"{'a': 0.75, 'e': 0.00017777777777777779}",25,9,32.14188961813953,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.75, 'e': 0.00017313019390581717}",25,20,12.174705412710956,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.75, 'e': 0.00016866250632484398}",30,13,31.567015777955838,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.75, 'e': 0.0001643655489809336}",20,9,18.957735538258575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.75, 'e': 0.0001602307322544464}",30,14,31.751502738173105,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.75, 'e': 0.00015625}",20,0,26.011295576038638,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
81,False,"{'a': 0.75, 'e': 0.00015241579027587258}",20,15,10.071117381992071,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.75, 'e': 0.000148720999405116}",20,9,18.992454911521264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.75, 'e': 0.00014515894904920887}",35,0,51.098884009793615,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
84,False,"{'a': 0.75, 'e': 0.0001417233560090703}",25,17,16.962945353832303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.75, 'e': 0.0001384083044982699}",35,5,46.381495905570034,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.75, 'e': 0.00013520822065981613}",30,0,28.93746369646729,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.75, 'e': 0.0001321178491214163}",25,12,24.795447329120204,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.75, 'e': 0.00012913223140495868}",20,15,10.587620486032387,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.75, 'e': 0.00012624668602449185}",20,0,30.723024971309844,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
90,False,"{'a': 0.75, 'e': 0.0001234567901234568}",20,8,21.812060373043764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.75, 'e': 0.00012075836251660427}",25,15,17.249685705552963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.75, 'e': 0.00011814744801512288}",20,7,18.650443767635146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.75, 'e': 0.00011562030292519366}",20,0,27.199527735855604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
94,False,"{'a': 0.75, 'e': 0.00011317338162064282}",30,20,20.8868973506851,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.75, 'e': 0.00011080332409972299}",25,19,4.553930208139916,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.75, 'e': 0.00010850694444444444}",30,21,18.592667401832763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.75, 'e': 0.00010628122010840685}",25,15,16.36139161692279,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.75, 'e': 0.00010412328196584757}",20,13,12.80347313596346,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.75, 'e': 0.00010203040506070809}",25,2,35.605608883334334,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.75, 'e': 0.0001}",20,12,16.689509634141203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.75, 'e': 9.802960494069208e-05}",20,10,15.728590047870084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.75, 'e': 9.611687812379854e-05}",25,13,21.676855757910225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.75, 'e': 9.425959091337543e-05}",20,13,16.088831230878398,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.75, 'e': 9.245562130177515e-05}",30,0,48.26068070018505,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
105,False,"{'a': 0.75, 'e': 9.070294784580499e-05}",25,8,29.99200630348516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.75, 'e': 8.8999644001424e-05}",30,20,17.76956342069491,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.75, 'e': 8.734387282732117e-05}",25,0,8.05592059512113,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
108,False,"{'a': 0.75, 'e': 8.573388203017832e-05}",20,13,10.198187623976564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.75, 'e': 8.416799932665601e-05}",20,4,26.619457065996997,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.75, 'e': 8.264462809917356e-05}",25,13,19.934975562766162,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.75, 'e': 8.116224332440549e-05}",20,14,10.434930399287648,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.75, 'e': 7.971938775510203e-05}",20,5,26.399050373519255,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.75, 'e': 7.831466833737959e-05}",20,0,28.63705690062369,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
114,False,"{'a': 0.75, 'e': 7.694675284702985e-05}",20,7,20.721492836006117,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.75, 'e': 7.561436672967863e-05}",30,18,24.933046092096212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.75, 'e': 7.431629013079666e-05}",20,8,21.251382474635307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.75, 'e': 7.305135510263716e-05}",30,16,23.189606035409177,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.75, 'e': 7.181844297615628e-05}",20,5,24.082096676544094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.75, 'e': 7.06164818868724e-05}",25,7,36.22441813778065,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.75, 'e': 6.944444444444444e-05}",25,13,22.378320277575195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.75, 'e': 6.830134553650706e-05}",25,12,25.31503598136602,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.75, 'e': 6.718624025799516e-05}",30,16,21.03085844881542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.75, 'e': 6.609822195782933e-05}",25,12,23.53448335554225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.75, 'e': 6.503642039542144e-05}",30,24,8.750070274977023,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.75, 'e': 6.4e-05}",20,16,8.473039526719464,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.75, 'e': 6.298815822625347e-05}",25,13,26.876640645714414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.75, 'e': 6.2000124000248e-05}",35,22,19.998815120089898,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.75, 'e': 6.103515625e-05}",20,7,22.532450222080175,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.75, 'e': 6.009254251547383e-05}",30,18,19.233854163154707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.75, 'e': 5.9171597633136094e-05}",30,10,38.067159236360084,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.75, 'e': 5.8271662490530857e-05}",20,0,30.914624623685924,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.75, 'e': 5.73921028466483e-05}",25,15,18.001377606805722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.75, 'e': 5.6532308214144386e-05}",25,16,14.051980831773845,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.75, 'e': 5.569169079973268e-05}",30,17,24.4258065363899,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.75, 'e': 5.486968449931413e-05}",20,9,19.548405088658345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.75, 'e': 5.406574394463668e-05}",20,10,16.240516291249982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.75, 'e': 5.3279343598486864e-05}",25,15,17.157114716717608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.75, 'e': 5.250997689561016e-05}",30,21,15.440752053005781,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.75, 'e': 5.175715542673774e-05}",20,5,23.074354161343464,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.75, 'e': 5.102040816326531e-05}",30,20,22.46942726660186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.75, 'e': 5.02992807202857e-05}",20,14,12.140949365272864,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.75, 'e': 4.959333465582226e-05}",25,10,23.413366202585014,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.75, 'e': 4.8902146804244705e-05}",30,17,22.52553508720689,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.75, 'e': 4.8225308641975306e-05}",30,16,27.480783465154737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.75, 'e': 4.756242568370987e-05}",20,11,17.259544046688397,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.75, 'e': 4.6913116907487336e-05}",25,9,29.31922770356268,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.75, 'e': 4.627701420704336e-05}",20,8,20.66942239413882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.75, 'e': 4.565376186997809e-05}",20,9,19.388429759658827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.75, 'e': 4.504301608035674e-05}",25,15,14.279091216741792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.75, 'e': 4.4444444444444447e-05}",20,8,24.716711397147343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.75, 'e': 4.385772553835358e-05}",25,11,23.437583310397653,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.75, 'e': 4.3282548476454294e-05}",25,13,6.944085740884381,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.75, 'e': 4.2718612499466016e-05}",20,0,27.669903294124875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
154,False,"{'a': 0.75, 'e': 4.2165626581210996e-05}",25,0,37.62145013222598,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.75, 'e': 4.162330905306972e-05}",25,10,24.995309015382936,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.75, 'e': 4.10913872452334e-05}",25,17,13.529026000700073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.75, 'e': 4.056959714390036e-05}",30,18,22.484471440040966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.75, 'e': 4.00576830636116e-05}",25,5,27.239361705547793,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.75, 'e': 3.955539733396622e-05}",20,12,12.54569227074042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.75, 'e': 3.90625e-05}",25,10,24.987020379196426,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.75, 'e': 3.8578758535550326e-05}",20,11,16.26994222229325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.75, 'e': 3.8103947568968146e-05}",25,0,34.11830731193268,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
163,False,"{'a': 0.75, 'e': 3.7637848620572846e-05}",25,13,22.183813378764366,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.75, 'e': 3.7180249851279e-05}",20,5,25.181314762142396,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.75, 'e': 3.6730945821854914e-05}",25,8,33.32469300163569,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.75, 'e': 3.628973726230222e-05}",30,22,15.53418637732884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.75, 'e': 3.58564308508731e-05}",30,15,27.26868813672223,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.75, 'e': 3.5430839002267575e-05}",25,7,35.84647267094322,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.75, 'e': 3.501277966457757e-05}",25,16,17.637058399519425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.75, 'e': 3.460207612456748e-05}",20,12,16.688892812651527,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.75, 'e': 3.419855682090216e-05}",25,17,14.974696008452106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.75, 'e': 3.380205516495403e-05}",20,13,13.278387225825824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.75, 'e': 3.3412409368839586e-05}",25,15,16.102688113794066,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.75, 'e': 3.302946228035408e-05}",25,15,17.108261576578656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.75, 'e': 3.265306122448979e-05}",25,15,18.334538594835898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.75, 'e': 3.228305785123967e-05}",25,0,26.209128276667375,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.75, 'e': 3.191930798940279e-05}",25,15,19.05502651521625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.75, 'e': 3.156167150612296e-05}",30,17,18.79293679499481,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.75, 'e': 3.121001217190475e-05}",25,0,42.36240133047374,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.75, 'e': 3.08641975308642e-05}",25,9,28.490658955998843,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.75, 'e': 3.0524098775983637e-05}",30,10,17.761737182901626,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
182,False,"{'a': 0.75, 'e': 3.0189590629151068e-05}",25,0,40.064998911385686,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.75, 'e': 2.986055122577563e-05}",20,8,23.968730083442924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
